10/4/2013 10:27:29 AM	37565	249	29734
10/4/2013 10:32:29 AM	20924	193	13550
10/4/2013 10:37:29 AM	39528	418	15512
10/4/2013 10:42:29 AM	28207	703	8173
10/4/2013 10:47:29 AM	36373	320	12226
10/4/2013 10:52:31 AM	36667	180	15525
10/4/2013 10:57:29 AM	36997	135	19631
10/4/2013 11:02:29 AM	37280	127	23417
10/4/2013 11:07:30 AM	34545	44	23862
10/4/2013 11:12:29 AM	25097	13	19906
10/4/2013 11:17:29 AM	18768	14	16749
10/4/2013 11:22:29 AM	11	1	0
10/4/2013 11:27:29 AM	42825	184	1162
10/4/2013 11:32:29 AM	42933	214	3491
10/4/2013 11:37:29 AM	62028	222	6093
10/4/2013 11:42:29 AM	62976	491	10511
10/4/2013 11:47:29 AM	70493	359	14837
10/4/2013 11:52:29 AM	71553	282	20570
10/4/2013 11:57:29 AM	71637	292	25076
10/4/2013 12:02:33 PM	38240	231	18325
10/4/2013 12:07:29 PM	90326	350	18195
10/4/2013 12:12:29 PM	176675	1774	17284
10/4/2013 12:17:29 PM	177043	2028	26264
10/4/2013 12:22:29 PM	177222	2021	34355
10/4/2013 12:27:29 PM	179046	2033	43553
10/4/2013 12:32:29 PM	179058	1617	56316
10/4/2013 12:37:32 PM	179085	977	67830
10/4/2013 12:42:30 PM	160772	816	57921
10/4/2013 12:47:29 PM	185643	765	66520
10/4/2013 12:52:29 PM	174164	773	64823
10/4/2013 12:57:29 PM	174471	612	75922
10/4/2013 1:02:29 PM	177604	454	87171
10/4/2013 1:07:30 PM	169953	239	87912
10/4/2013 1:12:29 PM	170875	187	95330
10/4/2013 1:17:29 PM	170957	115	102912
10/4/2013 1:22:29 PM	173135	139	110291
10/4/2013 1:27:29 PM	216867	483	130323
10/4/2013 1:32:29 PM	220211	371	138933
10/4/2013 1:37:29 PM	221336	312	150721
10/4/2013 1:42:29 PM	223543	259	163701
10/4/2013 1:47:29 PM	212461	272	156738
10/4/2013 1:52:29 PM	231632	775	164377
10/4/2013 1:57:30 PM	159995	510	105987
10/4/2013 2:02:33 PM	160355	274	115251
10/4/2013 2:07:30 PM	157367	132	116200
10/4/2013 2:12:30 PM	158471	151	126269
10/4/2013 2:17:29 PM	160017	148	134926
10/4/2013 2:22:29 PM	71128	97	52840
10/4/2013 2:27:29 PM	32613	209	22411
10/4/2013 2:32:29 PM	20826	104	15932
10/4/2013 2:37:33 PM	20840	44	19207
10/4/2013 2:42:29 PM	2259	26	1639
