10/4/2013 10:27:29 AM	4	0
10/4/2013 10:32:29 AM	3	0
10/4/2013 10:37:29 AM	4	0
10/4/2013 10:42:29 AM	4	0
10/4/2013 10:47:29 AM	5	0
10/4/2013 10:52:31 AM	4	0
10/4/2013 10:57:29 AM	4	0
10/4/2013 11:02:29 AM	4	0
10/4/2013 11:07:30 AM	3	0
10/4/2013 11:12:29 AM	2	0
10/4/2013 11:17:29 AM	1	0
10/4/2013 11:22:29 AM	1	3
10/4/2013 11:27:29 AM	3	0
10/4/2013 11:32:29 AM	3	0
10/4/2013 11:37:29 AM	4	0
10/4/2013 11:42:29 AM	5	0
10/4/2013 11:47:29 AM	6	0
10/4/2013 11:52:29 AM	6	0
10/4/2013 11:57:29 AM	5	0
10/4/2013 12:02:33 PM	4	0
10/4/2013 12:07:29 PM	4	0
10/4/2013 12:12:29 PM	4	0
10/4/2013 12:17:29 PM	4	0
10/4/2013 12:22:29 PM	5	1
10/4/2013 12:27:29 PM	5	0
10/4/2013 12:32:29 PM	5	0
10/4/2013 12:37:32 PM	5	0
10/4/2013 12:42:30 PM	5	0
10/4/2013 12:47:29 PM	7	0
10/4/2013 12:52:29 PM	5	0
10/4/2013 12:57:29 PM	5	0
10/4/2013 1:02:29 PM	6	0
10/4/2013 1:07:30 PM	4	0
10/4/2013 1:12:29 PM	4	0
10/4/2013 1:17:29 PM	4	0
10/4/2013 1:22:29 PM	4	3
10/4/2013 1:27:29 PM	7	0
10/4/2013 1:32:29 PM	7	0
10/4/2013 1:37:29 PM	7	0
10/4/2013 1:42:29 PM	7	0
10/4/2013 1:47:29 PM	8	1
10/4/2013 1:52:29 PM	9	0
10/4/2013 1:57:30 PM	5	0
10/4/2013 2:02:33 PM	5	0
10/4/2013 2:07:30 PM	4	0
10/4/2013 2:12:30 PM	4	0
10/4/2013 2:17:29 PM	4	0
10/4/2013 2:22:29 PM	4	1
10/4/2013 2:27:29 PM	3	0
10/4/2013 2:32:29 PM	2	0
10/4/2013 2:37:33 PM	2	0
10/4/2013 2:42:29 PM	2	0
